סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
17,9875,אשקלון,7100,139.3,22,0,632,395,0,395,6,28,2,0,0,0,16,0,2,0,0,0,0,0,0,14,108,131,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,26,30,
17,9892,אשקלון,7100,160,89,0,608,413,4,409,1,36,1,0,0,0,26,0,1,0,0,0,0,0,0,25,62,170,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,36,17,
17,9896,אשקלון,7100,161.4,82,0,612,440,3,437,9,37,1,0,0,0,29,0,3,0,0,0,0,0,0,23,30,187,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,38,25,
17,9931,אשדוד,70,2.5,75,0,626,270,2,268,10,16,2,0,0,0,8,0,1,0,0,0,0,0,0,14,53,65,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,1,0,0,30,13,
17,9936,אשדוד,70,11,6,0,532,259,4,255,7,6,1,0,0,0,5,0,1,0,0,0,0,0,2,5,85,75,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,22,19,
17,9940,אשדוד,70,15,71,0,500,249,1,248,3,5,4,0,0,0,12,0,1,0,0,0,0,0,0,3,42,99,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,42,12,
17,9953,אשדוד,70,25.2,24,0,593,292,4,288,5,3,71,0,0,0,7,0,4,0,0,0,0,0,0,10,30,70,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,62,5,
17,9977,אשדוד,70,49,18,0,640,357,1,356,4,15,13,0,0,0,7,0,0,0,0,0,0,0,0,22,74,120,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,1,0,0,0,58,13,
17,10002,אשדוד,70,71,18,0,468,251,2,249,1,9,36,0,0,0,13,0,1,0,0,0,0,0,0,16,29,86,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,42,3,
17,10039,אשדוד,70,114.2,63,0,576,342,2,340,7,25,1,0,1,0,12,0,4,0,0,0,0,0,0,24,35,140,4,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,
17,10040,אשדוד,70,114.3,63,0,576,331,0,331,11,32,0,0,0,0,8,0,2,0,0,0,0,0,0,30,29,126,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,
17,10061,אשדוד,70,134.1,44,0,580,356,3,353,4,22,0,0,0,0,7,0,3,0,0,0,0,0,0,2,106,106,2,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,0,13,22,
17,10075,אשדוד,70,147.3,42,0,494,317,1,316,11,13,2,1,0,0,3,0,0,0,0,0,0,0,0,6,80,100,1,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,10,19,
17,10076,אשדוד,70,147.4,42,0,494,305,1,304,3,20,0,0,0,0,6,0,5,0,0,0,0,0,0,1,106,69,0,1,0,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,8,22,
17,10092,אשדוד,70,160.3,55,0,496,248,2,246,3,4,19,0,0,0,2,0,0,0,0,0,0,0,0,11,73,59,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,34,10,
17,10116,אשדוד,70,203.2,64,0,579,388,0,388,15,33,4,0,0,0,15,0,5,0,0,0,0,0,0,37,22,145,5,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,
17,10234,אשדוד,70,296.6,54,0,486,439,2,437,0,0,362,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,
17,10243,אשדוד,70,990.1,49,0,449,111,1,110,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,6,15,55,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,17,3,
17,10249,קרית גת,2630,5,12,0,589,320,0,320,0,6,11,0,0,0,14,0,0,0,0,0,0,0,0,7,87,121,3,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,
17,10257,קרית גת,2630,12.3,2,0,632,391,4,387,6,18,3,0,0,0,35,0,0,0,0,0,0,0,1,17,26,149,2,0,0,0,0,34,0,0,0,0,0,0,0,2,0,1,0,0,0,56,37,
17,10278,קרית גת,2630,35,3,0,499,316,0,316,20,18,9,0,0,0,29,0,2,0,0,0,0,0,0,24,13,102,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,
17,10281,קרית גת,2630,38,11,0,454,247,8,239,5,8,1,0,0,0,9,0,0,0,0,0,0,0,2,20,27,111,1,0,0,0,0,17,1,0,0,0,0,0,0,1,0,1,0,0,0,27,8,
17,10287,קרית גת,2630,44,4,0,425,273,0,273,3,10,1,0,0,0,12,0,0,0,0,0,0,0,0,15,28,127,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,34,14,
17,10291,קרית גת,2630,47.3,28,0,558,368,1,367,7,34,0,0,0,0,22,0,8,0,0,0,0,0,0,26,19,158,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2,0,0,0,27,24,
17,10292,קרית גת,2630,47.4,36,0,557,385,2,383,10,35,1,1,0,0,26,0,5,0,0,0,0,0,0,20,34,143,4,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,43,25,
17,10309,קרית גת,2630,65,34,0,590,281,1,280,1,2,79,0,0,0,21,1,0,0,0,0,0,0,0,2,26,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,95,0,
17,10315,קרית גת,2630,70.2,23,0,555,364,1,363,6,26,2,0,0,0,20,1,3,0,0,0,0,0,0,30,38,133,2,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,
17,10316,קרית גת,2630,70.3,23,0,555,350,3,347,5,23,0,0,0,0,25,0,4,0,0,0,0,1,0,14,41,154,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,
17,10319,קרית גת,2630,71,13,0,460,248,3,245,4,9,1,0,0,0,3,2,0,0,0,0,0,0,0,9,75,85,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,
17,10327,איתן,37,1,1,0,366,270,0,270,2,27,0,0,0,0,61,0,0,0,0,0,0,0,0,4,1,126,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,42,3,
17,10330,אמציה,23,1,1,0,158,103,0,103,8,21,0,0,0,1,24,0,1,0,0,0,0,0,0,5,1,22,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
17,10331,בית גוברין,619,1,1,0,292,225,1,224,69,2,0,0,0,0,2,0,3,0,0,0,0,0,0,29,5,8,30,0,0,0,0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
17,10346,מנוחה,2030,1,1,0,446,339,0,339,8,36,0,0,0,0,46,0,2,0,0,0,0,0,0,17,0,170,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,
17,10356,נועם,15,1,1,0,322,217,0,217,2,15,1,0,0,0,23,0,0,0,0,0,0,0,0,1,1,124,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,
17,10358,נטע,1369,1,1,0,279,246,0,246,1,79,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,
17,10361,עוזה,826,1,1,0,362,260,0,260,1,10,6,0,0,0,44,0,1,0,0,0,0,0,0,6,0,110,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,76,3,
17,10364,קוממיות,766,1,3,0,252,155,0,155,0,0,146,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,
17,10373,שקף,1233,1,1,0,301,252,0,252,48,20,0,0,0,1,3,0,1,0,0,0,0,0,0,61,5,29,31,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,
17,10382,קרית מלאכי,1034,5,5,0,538,279,3,276,5,24,4,0,0,0,12,0,4,0,0,0,0,0,1,15,9,119,2,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,
17,10384,קרית מלאכי,1034,6.2,7,0,543,352,0,352,3,27,18,0,0,0,62,0,3,0,0,0,0,0,1,24,1,143,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,58,8,
17,10405,שדרות,1031,1.1,20,0,379,265,0,265,10,42,0,2,0,0,29,0,1,0,0,0,0,0,0,10,2,112,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,26,8,
17,10406,שדרות,1031,1.2,20,0,379,253,0,253,12,40,3,2,0,0,27,0,1,0,0,0,0,0,0,14,11,86,10,0,0,0,0,20,0,0,0,0,1,0,0,0,0,2,0,0,0,17,7,
17,10411,שדרות,1031,4.2,5,0,372,237,0,237,1,34,9,0,0,0,17,0,4,0,0,0,0,0,0,14,7,100,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,
17,10414,שדרות,1031,6.1,7,0,351,204,1,203,2,23,1,0,0,0,32,0,0,0,0,0,0,0,0,5,6,101,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,
17,10416,שדרות,1031,7.1,12,0,606,352,3,349,8,42,0,2,0,0,14,0,0,0,0,0,0,0,0,12,29,163,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,48,14,
17,10424,שדרות,1031,20,9,0,582,248,4,244,9,20,4,1,1,0,18,1,2,0,0,0,0,0,0,12,28,89,4,3,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,31,11,
17,10431,שדרות,1031,21.7,16,0,564,330,3,327,5,40,3,1,0,0,8,1,4,0,0,0,0,0,0,4,51,127,5,2,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,42,12,
17,10438,שדרות,1031,26.3,11,0,507,377,0,377,4,67,0,0,0,0,52,0,4,0,0,0,0,0,0,11,12,160,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,44,7,
17,10439,שדרות,1031,26.4,11,0,504,354,7,347,3,74,0,0,0,0,79,0,1,0,0,0,0,0,0,4,20,111,4,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,26,8,
17,10444,שדרות,1031,32,22,0,630,436,2,434,16,60,2,0,0,0,67,0,1,0,0,0,0,0,0,8,24,165,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22,
17,10449,אחווה,1157,1,1,0,183,145,0,145,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,36,3,27,10,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,
17,10450,איבים,338,1,1,0,138,40,0,40,0,4,0,0,0,1,10,0,0,0,0,0,0,0,0,5,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
17,10469,גבעתי,793,1.1,1,0,333,232,1,231,4,23,0,0,0,0,9,0,3,0,0,0,0,0,0,24,2,120,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,
17,10470,גבעתי,793,1.2,2,0,332,225,1,224,3,15,1,0,0,1,11,0,0,0,0,0,0,0,0,25,4,117,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,17,13,
17,10485,ינון,2011,1,1,0,446,308,2,306,7,14,7,51,0,0,22,0,6,0,0,0,0,0,1,17,1,129,5,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,28,9,
17,10492,כפר סילבר,107,1,2,0,86,36,0,36,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,6,4,8,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
17,10496,מבקיעים,573,1,1,0,370,266,1,265,13,29,1,1,0,0,7,0,6,0,0,0,0,0,0,18,3,102,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,
17,10497,מחנה מרים,1414,1,1,0,107,68,0,68,11,8,0,0,0,0,3,0,0,0,0,0,0,0,0,16,1,8,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
17,10499,מפלסים,668,1.2,2,0,349,234,1,233,53,11,0,0,0,0,1,0,5,0,0,0,0,0,0,53,9,9,19,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
17,10503,נחל עוז,844,1,1,0,350,236,0,236,80,14,0,0,0,0,0,0,5,0,0,0,0,0,1,42,4,15,17,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
17,10507,ניצן ב,1419,1,3,0,276,164,0,164,1,19,1,0,0,1,36,0,0,0,0,0,0,0,0,1,0,73,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,16,5,
18,10539,דימונה,2200,14,4,0,456,229,2,227,6,12,3,0,0,0,21,0,2,0,0,0,0,0,0,7,6,106,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,42,6,
18,10540,דימונה,2200,15,6,0,500,186,0,186,1,5,4,0,0,0,4,0,0,0,0,0,0,0,0,3,25,104,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,
18,10548,דימונה,2200,22,14,0,543,221,4,217,3,6,3,0,0,0,5,0,2,0,0,0,0,0,0,3,35,106,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,30,7,
18,10549,דימונה,2200,23,6,0,504,197,2,195,3,7,1,0,0,0,4,0,0,0,0,0,0,0,0,4,34,93,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,
18,10563,דימונה,2200,40.1,72,0,386,277,1,276,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,178,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,
18,10567,דימונה,2200,42,75,0,432,296,0,296,8,21,0,0,0,0,15,0,1,0,0,0,0,0,0,12,5,188,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,12,13,
18,10570,דימונה,2200,44.1,17,0,497,348,1,347,6,24,1,0,0,0,14,0,0,0,0,0,0,0,0,2,1,246,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,
18,10583,דימונה,2200,66.3,22,0,554,308,5,303,3,27,8,0,0,0,15,0,1,0,0,0,0,0,0,2,27,156,0,0,0,0,1,12,0,0,0,0,0,0,0,1,0,2,0,0,0,41,7,
18,10586,דימונה,2200,91,74,0,204,163,0,163,13,33,0,0,0,0,6,0,0,0,0,0,0,0,0,22,3,28,8,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
18,10627,ערד,2560,4.2,5,0,461,278,2,276,7,5,83,0,0,0,7,0,2,0,0,0,0,0,0,10,56,48,2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,
18,10629,ערד,2560,7,9,0,451,209,0,209,3,6,75,1,0,1,3,0,1,0,0,0,0,0,0,5,54,24,2,0,0,0,1,20,0,0,0,0,0,0,0,0,0,5,0,2,0,3,3,
18,10663,ערד,2560,34,19,0,392,123,0,123,6,6,0,0,0,0,7,2,3,0,0,0,0,0,0,1,36,29,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,
18,10664,הר עמשא,1261,1,1,0,120,89,0,89,20,0,0,0,0,0,2,0,1,0,0,2,0,0,0,10,2,8,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,
18,10665,כרמל,3656,1,1,0,277,227,0,227,0,52,2,0,0,0,152,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,10666,מעון,3657,1,1,0,300,206,0,206,0,29,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,
18,10674,גבעולים,2014,1,1,0,308,237,0,237,2,9,1,0,0,0,11,0,0,0,0,0,0,0,0,3,0,165,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,26,14,
18,10676,זרועה,2064,1,1,0,324,230,1,229,1,10,5,0,0,0,18,0,0,0,0,0,0,0,0,4,1,143,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,31,2,
18,10679,מלילות,2044,1,1,0,281,207,2,205,2,8,2,0,0,0,21,0,1,0,0,0,0,0,0,1,2,139,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,
18,10687,נתיבות,246,6,1,0,624,373,2,371,5,10,20,0,0,0,33,0,1,0,0,0,0,0,0,3,23,124,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,142,3,
18,10694,נתיבות,246,13.3,31,0,483,211,3,208,1,9,2,0,0,0,11,0,1,0,0,0,0,0,0,4,52,87,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,19,11,
18,10698,נתיבות,246,16,7,0,625,395,3,392,3,15,8,0,0,0,47,0,2,0,0,0,0,0,1,9,17,205,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,1,0,0,74,0,
18,10702,נתיבות,246,20.1,8,0,362,267,2,265,0,7,17,0,0,0,6,0,0,0,0,0,0,0,0,1,35,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,133,2,
18,10711,נתיבות,246,24.1,3,0,447,374,2,372,0,5,96,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,227,0,
18,10716,נתיבות,246,25.3,31,0,467,295,0,295,2,15,3,0,0,0,30,0,0,0,0,0,0,0,0,11,29,111,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,
18,10730,נתיבות,246,41.4,29,0,483,402,3,399,0,6,100,0,0,0,16,0,0,0,0,0,0,0,0,1,16,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,
18,10735,שוקדה,415,1,1,0,285,216,1,215,1,58,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,
18,10736,שיבולים,865,1,2,0,260,190,0,190,2,14,2,0,0,0,31,0,0,0,0,0,0,0,0,8,1,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,9,
18,10737,שרשרת,398,1,1,0,264,188,0,188,2,17,5,0,0,0,29,0,3,0,0,0,0,0,0,1,0,97,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,
18,10738,תושיה,1083,1,1,0,337,258,0,258,1,43,2,0,0,0,137,0,1,0,0,0,0,0,0,1,0,60,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,
18,10747,אופקים,31,6.3,20,0,567,251,4,247,4,4,2,0,0,0,19,0,4,0,0,0,0,0,0,8,40,119,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,26,9,
18,10748,אופקים,31,7,1,0,616,258,2,256,3,12,6,0,0,0,19,0,2,0,0,0,0,0,0,9,23,127,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,34,3,
18,10762,אופקים,31,20.2,18,0,281,235,3,232,0,11,110,0,0,0,10,0,1,0,0,0,0,0,0,2,4,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,59,1,
18,10770,אופקים,31,25.1,13,0,545,319,1,318,6,21,5,0,0,0,16,0,4,0,0,0,0,0,0,6,30,155,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,51,11,
18,10784,אשל הנשיא,2021,1,2,0,108,59,0,59,2,6,1,0,0,0,3,0,1,0,0,0,0,0,0,9,1,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
18,10794,פדויים,750,1,1,0,337,239,1,238,5,28,6,0,0,0,27,0,5,0,0,0,0,0,0,8,4,108,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,19,14,
18,10795,פטיש,749,1.1,1,0,336,260,1,259,4,14,1,0,0,0,18,0,1,0,0,0,0,0,0,13,0,110,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,
18,10796,פטיש,749,1.2,1,0,335,271,1,270,2,26,3,0,0,0,17,0,0,0,0,0,0,0,0,10,0,131,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,
18,10798,קלחים,414,1,1,0,373,279,1,278,50,16,0,0,0,0,7,0,1,0,0,0,0,0,0,18,4,84,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,
18,10800,שדה צבי,2049,1,1,0,427,317,1,316,34,18,1,0,0,0,19,0,6,0,0,0,0,0,0,29,4,116,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,36,8,
18,10801,תאשור,2062,1,1,0,288,191,0,191,22,20,0,1,0,0,2,0,8,0,0,0,0,0,0,21,2,54,14,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,
18,10806,באר שבע,9000,1,15,0,455,210,2,208,6,9,1,0,0,0,1,0,3,0,0,0,0,0,0,1,39,100,6,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,
18,10807,באר שבע,9000,2,6,0,518,220,2,218,7,11,1,4,0,0,11,0,2,0,0,0,0,1,0,9,26,81,8,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20,14,
18,10809,באר שבע,9000,4,15,0,531,243,2,241,13,11,2,1,0,0,14,0,0,0,0,0,0,0,0,9,12,98,4,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,43,16,
18,10811,באר שבע,9000,6,34,0,604,116,0,116,3,5,2,0,0,0,2,0,1,0,0,0,0,0,0,3,18,49,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,
18,10812,באר שבע,9000,15,15,0,449,190,3,187,5,9,0,1,0,0,3,0,2,0,0,0,0,0,0,3,33,73,4,0,0,0,4,18,0,0,0,0,0,0,0,1,0,0,0,0,0,25,6,
18,10816,באר שבע,9000,25,15,0,488,205,3,202,4,7,0,9,0,0,8,0,0,0,0,0,0,0,0,3,21,112,3,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,
18,10834,באר שבע,9000,160.1,54,0,619,362,0,362,4,31,5,0,0,0,14,0,2,0,0,0,0,15,0,0,30,172,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,36,9,
18,10837,באר שבע,9000,160.4,54,0,619,379,4,375,5,34,1,0,0,0,11,0,2,0,0,0,0,0,0,11,45,178,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,27,26,
18,10841,באר שבע,9000,176,10,0,635,316,4,312,5,12,1,2,0,0,13,0,2,0,0,0,0,0,1,5,78,132,3,1,0,0,0,28,0,0,0,0,0,0,0,0,2,1,0,0,0,8,18,
18,10903,באר שבע,9000,7,41,0,538,165,1,164,8,8,1,1,0,0,8,0,1,0,0,1,0,0,0,3,14,76,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,31,2,
18,10916,באר שבע,9000,37,26,0,630,272,2,270,0,6,7,1,0,0,17,0,0,0,0,0,0,0,0,1,26,133,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,53,11,
18,10918,באר שבע,9000,39,139,0,563,80,1,79,3,2,2,0,0,0,6,0,0,0,0,0,0,0,1,2,14,26,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,
18,10927,באר שבע,9000,55.3,110,0,599,246,1,245,5,15,4,1,0,0,4,0,0,0,0,0,0,0,0,9,77,90,4,0,0,0,0,12,0,0,0,0,2,0,0,0,0,1,0,0,0,7,14,
18,10939,באר שבע,9000,95,45,0,512,213,2,211,3,10,0,1,0,0,14,0,1,0,0,0,0,0,1,5,27,108,3,0,1,0,1,7,0,0,0,0,0,0,1,0,0,2,0,0,0,23,3,
18,10964,באר שבע,9000,144,28,0,387,137,3,134,1,5,0,2,0,0,5,0,0,0,0,0,0,1,0,7,25,61,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,
18,10968,באר שבע,9000,156,61,0,568,220,3,217,3,9,5,3,0,0,7,0,0,0,0,1,1,0,0,7,51,89,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,
18,11027,באר שבע,9000,122.3,37,0,569,314,2,312,16,22,1,5,1,0,5,0,2,0,0,0,0,0,0,10,32,115,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,28,31,
18,11043,באר שבע,9000,137,58,0,309,151,1,150,2,9,2,1,1,0,5,0,0,0,0,0,0,0,0,2,46,56,2,0,0,0,0,10,0,0,0,0,0,0,0,1,0,2,0,0,0,3,8,
18,11083,באר שבע,9000,290,19,0,632,109,1,108,5,7,1,0,0,0,1,0,2,0,0,0,0,0,0,1,22,41,1,1,0,0,3,16,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,
18,11112,מחנה יפה,1415,1,1,0,230,148,0,148,18,15,0,0,0,0,5,0,2,0,0,0,0,0,0,16,2,32,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,
18,11182,באר מילכה,1278,1,1,0,101,90,1,89,23,5,0,0,0,0,2,0,1,0,0,0,0,0,0,20,1,12,15,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
18,11184,כמהין,1291,1,1,0,143,95,1,94,23,15,0,0,0,0,3,0,2,0,0,0,0,0,0,12,4,8,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
18,11186,ניצנה קהילת חינוך,1195,1,1,0,229,63,1,62,6,6,0,1,0,0,3,0,0,0,0,0,0,0,0,9,10,8,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,
18,11187,ניצני סיני,1280,1,1,0,214,148,0,148,17,26,0,0,0,0,4,0,2,0,0,0,0,0,0,26,3,21,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,
18,11190,רתמים,1260,1,1,0,264,224,0,224,15,110,1,0,0,0,35,0,2,0,0,0,0,0,0,22,0,20,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
18,11235,אילת,2600,32.3,12,0,572,212,1,211,6,2,0,0,0,0,18,0,0,0,0,0,0,0,0,12,31,82,3,0,0,0,1,22,0,0,0,0,0,0,0,0,0,2,0,0,0,17,15,
18,11281,אליפז,1248,1,1,0,117,69,0,69,12,4,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,6,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
